neighbor_0_id,neighbor_1_id,neighbor_2_id,neighbor_3_id,neighbor_4_id,neighbor_5_id,neighbor_6_id,neighbor_7_id,neighbor_8_id,neighbor_9_id,neighbor_0_dist,neighbor_1_dist,neighbor_2_dist,neighbor_3_dist,neighbor_4_dist,neighbor_5_dist,neighbor_6_dist,neighbor_7_dist,neighbor_8_dist,neighbor_9_dist
86561,612026,217089,208316,277423,125334,867578,834512,921157,132649,7.976530999999994,9.551175999999941,14.693448000000018,15.584576000000084,18.588435000000004,19.58375700000002,20.049825999999996,20.364593000000013,20.533817000000056,21.591756000000004
947759,7143,807162,943371,888189,889916,785538,445534,889300,984568,4.7872240000000374,9.656895,9.778129,10.599674999999934,14.384201000000076,14.718479000000002,17.823841000000016,19.416063,21.111826999999998,21.282677000000035
744647,717078,423167,339671,15303,542004,324228,26063,469014,285809,10.956474999999955,12.16566499999999,12.29526599999997,13.67376999999999,14.452982999999904,15.291095000000041,16.786328000000026,18.83022900000003,19.704050000000052,21.75276199999996
992159,466900,152011,471549,882497,157291,798332,977492,56639,701912,2.3023640000000114,8.75781,9.259222999999999,10.810555000000022,11.874752,13.758846999999946,14.208417000000054,15.733520999999996,16.838634,18.325636999999972
357910,687274,112135,347710,474101,3858,846737,934503,510874,465459,7.859714000000054,8.840679000000023,13.845022000000085,15.346045000000004,15.909222,16.048716000000013,16.861872000000062,17.282196,20.372927000000004,20.717805
458188,730546,963180,947793,459586,25730,212687,746737,147436,660620,8.886120000000005,10.184776000000056,13.731439999999992,14.741262000000006,17.614874999999998,17.830196,19.044332000000054,20.04511100000002,21.408861,23.123368
384628,887738,796602,26270,325950,180358,545855,248687,587031,874345,7.998222999999939,14.735460999999987,15.54366600000003,16.357210999999992,19.050333000000023,20.53796299999999,20.83745399999998,20.970398000000046,21.089077999999986,21.199725
784704,580231,409003,308059,23093,266629,499797,957905,72741,117880,5.106722999999988,6.6802940000000035,12.158173000000033,12.397046000000003,13.16345100000001,13.714388999999997,14.180976999999999,18.318356999999992,18.674540999999977,20.632654000000002
825127,861647,323345,610081,427050,650980,289786,666525,219325,759203,7.807867999999999,9.372428000000014,10.219025000000002,12.227415,13.169849999999997,13.929505999999996,14.136228999999958,14.31901599999992,16.195925000000003,19.664205000000003
42948,395862,328579,827811,333,659997,14220,497037,730760,421831,10.202990999999997,13.000296000000048,14.111104000000068,14.159600999999952,18.767601000000013,19.140293000000042,19.247344,20.07045099999999,21.9325419999999,23.75609400000002
258254,362478,52161,688936,160302,607138,637,847839,567213,607324,5.464738000000011,5.89879499999995,10.764898000000017,10.856808999999998,11.764075000000048,12.290333000000032,12.973765999999955,17.85267399999998,18.374719000000027,18.797680000000014
965385,695953,894050,283672,610190,870148,148386,762191,344313,653131,9.113501,15.015969000000041,16.933266000000003,18.034035000000017,19.36305600000003,19.807528000000048,21.38948400000004,22.007852999999955,22.220056000000007,23.174690000000055
417213,624936,44161,573081,136519,761156,291913,619938,285078,739055,5.11557300000004,15.496534999999994,16.003338999999983,16.27250700000002,17.142584999999997,18.110866999999985,21.636473000000024,22.711255000000023,24.296138999999982,24.329949999999997
686277,33619,801662,644336,698656,151521,282547,637202,610521,63741,6.660629,9.31044300000002,12.655791999999963,15.288771999999994,16.028797999999995,17.087327999999957,17.494891999999993,18.33823000000001,19.021097999999995,19.88402000000002
135425,134214,632624,2174,781221,898546,782181,948547,267624,188127,14.639462999999978,18.555743000000007,19.92548499999998,22.681311999999934,23.169150999999943,23.274468999999954,23.275734000000057,23.34396000000004,24.773639000000003,25.09922000000006
661343,562104,70347,714625,446502,59680,460829,313800,531473,946599,4.019767000000002,13.836647999999968,14.714287000000013,15.315098999999975,15.882694999999984,16.28380899999999,17.744923999999997,17.879096000000004,19.439719999999994,24.089877
670583,149071,622166,830948,292898,639886,772616,635898,684120,736029,7.4557359999999875,11.11999500000001,11.428834000000052,11.674028000000007,13.531819999999925,13.914946999999984,14.928660000000036,20.743129000000003,21.258639000000016,21.314245000000007
125903,950019,354917,138735,830728,727085,235743,170327,859284,504033,10.906948000000003,12.563838000000032,13.619316000000026,15.527017,16.17037599999992,16.892716999999948,20.369776,21.16470300000003,21.361468000000002,21.676449
639638,234402,116033,241166,900711,797321,909456,897628,211093,333332,10.994216999999992,11.323014,12.375250999999999,13.177093000000003,14.838465000000042,15.92701,17.53429799999998,18.529859999999985,18.62596099999996,19.797142000000008
80281,962141,120512,39210,71011,340853,533114,820188,794387,218483,8.666735000000003,14.117142000000001,14.581856000000002,15.192903999999999,16.206682999999998,16.59129400000006,19.611102000000002,20.046077999999994,20.257148,22.291574999999995
474651,553126,921693,582014,299066,538754,131541,925390,752508,135409,8.061555999999996,11.02658299999996,13.437036999999975,13.880134999999996,17.725369,17.90952100000004,18.263233000000014,18.402830999999992,18.939637999999945,21.10854500000005
299911,50211,282566,357422,542905,783097,606828,144517,341046,994736,7.594771999999921,9.131843999999944,12.35443100000009,12.993779,13.581402000000026,14.18148100000002,17.48570600000005,17.643484,18.11547300000001,21.649125
845732,697516,359208,394086,676373,730642,138219,903328,934889,195235,6.320486000000017,8.40521799999999,9.93082299999999,13.31705199999999,15.841723000000002,16.100728999999987,17.04105900000002,17.67800900000003,20.750523999999984,22.423342000000048
887499,66038,296041,783179,932833,264690,994234,286238,862714,36582,4.068147999999951,8.416053999999974,11.738006000000041,15.240137000000004,15.578644999999995,18.426334999999995,19.600125999999932,19.630040000000008,20.372495999999956,22.804710999999998
941809,660000,748231,945178,456938,594085,982359,676745,905387,356153,8.216024000000004,10.369670000000042,12.217164000000025,13.531737000000021,13.699893000000003,14.223852000000022,14.809722000000022,17.056099000000017,18.080128999999943,19.292378000000014
824675,677078,343387,994827,190961,42410,64988,585739,94686,859955,3.495661999999996,12.342962999999997,14.496110000000044,16.967021000000045,17.150211000000013,18.129685999999992,19.272672,20.516650000000027,21.331510999999978,22.794844000000012
982437,396017,517827,767677,315743,943003,473879,555981,345951,520389,8.767902999999933,9.554734000000053,11.370404999999892,16.462204000000042,19.431423999999993,20.127004000000056,20.137909000000036,20.477918000000045,21.434528999999998,22.752368000000047
418302,989268,87705,315047,772077,545252,233207,277271,415056,391579,10.996768999999972,11.983453999999995,14.768220000000042,16.82256099999995,18.065494,18.732019999999977,19.960297000000025,20.173511999999988,20.745394000000033,20.818116999999972
496677,360674,354579,304061,521413,719181,403676,162835,23663,569457,12.33887900000002,13.778169000000048,14.463193000000047,14.643321000000014,19.048639999999978,19.27937799999995,19.373834999999985,20.395697999999925,21.779215000000022,22.043908999999985
475531,411203,815647,796598,800850,125447,569678,945463,217116,756437,12.797978999999941,13.089741000000004,17.51159400000006,18.528183000000013,21.001334999999983,21.01811399999997,21.85755699999993,22.145625999999993,22.994703000000015,23.219953000000032
705747,8685,658484,748402,555160,380993,947204,263043,698167,180527,6.04901099999995,9.414371000000017,9.808557999999948,10.958298000000013,11.613261999999992,11.96657399999998,12.944839000000002,14.38267099999996,14.422900000000027,15.663617000000016
928821,678490,742456,638780,980552,81728,821691,714522,126279,250934,11.947857999999997,12.719357000000002,12.959851000000015,13.957960999999983,14.85496999999998,18.515747999999974,19.001176000000015,19.21258800000001,19.222037999999998,21.00682999999998
