neighbor_0_id,neighbor_1_id,neighbor_2_id,neighbor_3_id,neighbor_4_id,neighbor_5_id,neighbor_6_id,neighbor_7_id,neighbor_8_id,neighbor_9_id,neighbor_0_dist,neighbor_1_dist,neighbor_2_dist,neighbor_3_dist,neighbor_4_dist,neighbor_5_dist,neighbor_6_dist,neighbor_7_dist,neighbor_8_dist,neighbor_9_dist
86561,612026,208316,217089,277423,536810,204128,921157,211461,961898,10.764443,17.14705399999994,27.79015300000006,28.889682999999906,32.5726360000001,33.08839800000004,34.91084100000003,37.59468100000012,40.419682999999964,42.10605300000012
947759,7143,807162,943371,889916,888189,67977,785538,763457,710858,9.295126000000135,20.405217999999913,20.466439,20.54668499999992,27.86948900000001,29.848205000000004,32.20507699999991,36.730671999999984,38.56474100000008,39.27725999999999
744647,423167,717078,15303,542004,339671,26063,469014,413908,505884,19.659413000000086,20.808942999999886,23.207627000000002,25.859827999999766,26.20067800000004,26.434168999999997,27.518400999999926,31.224272999999926,36.48329199999989,36.65528400000005
992159,152011,466900,157291,798332,471549,977492,764159,146014,632482,5.2154159999999905,17.86702899999998,21.73735599999997,22.826147999999954,24.19211600000009,26.350712000000016,28.448008000000073,28.977422000000068,30.011887999999963,30.58488300000004
357910,687274,112135,474101,934503,846737,3858,459486,271034,369394,16.11842200000001,18.01527099999987,30.88719600000013,38.263912000000005,39.581680000000006,39.76421699999992,40.186590000000024,41.14316700000006,41.29396500000007,41.336492000000135
458188,963180,730546,459586,212687,147436,325233,639713,655906,746737,12.2747940000001,23.65570999999997,25.340032000000136,25.346824000000097,31.342991000000154,33.859223000000085,35.61287,37.366787999999985,38.19091600000006,38.65322300000008
384628,325950,874345,887738,587031,796602,26270,363421,180358,51972,16.641040999999944,28.246915000000044,29.152103000000068,29.917783999999983,30.809675999999982,31.91309700000005,32.01812900000003,35.48874500000004,37.53231800000009,39.32810500000005
784704,580231,957905,308059,409003,23093,266629,320567,499797,733286,12.716778000000005,17.38509000000002,22.310290999999978,24.27406499999998,24.705244000000036,30.059748000000013,30.28471000000009,30.63773199999997,30.65665400000009,32.920592000000056
825127,323345,861647,610081,479176,650980,427050,219325,289786,111363,10.994900999999928,17.037427999999878,18.6573550000001,21.565197999999945,24.24072299999997,26.55090599999999,27.39984300000002,29.247644999999935,29.623252999999856,29.801309000000025
328579,395862,42948,659997,474458,827811,14220,333,44972,730760,22.24604800000003,22.391074000000003,23.28525099999996,28.73893700000002,30.38225999999986,31.633750999999847,33.505882999999926,37.13460299999997,38.32996200000002,42.51395699999995
362478,258254,160302,637,688936,52161,607138,405380,807264,847839,12.715788999999859,13.716560000000072,15.107082000000105,17.223554000000036,23.065104999999903,25.574084999999968,31.23103100000003,33.371352,33.978657,36.531461000000036
965385,283672,870148,762191,894050,610190,584002,653131,78558,361453,18.934052000000023,27.88388799999997,29.59089000000006,32.47818099999988,34.60944599999992,37.61150000000005,38.25924900000004,38.80888100000014,39.394800999999966,39.81228599999996
417213,624936,619938,136519,573081,44161,285078,498897,486307,939277,14.147959000000014,26.49952300000001,29.03407000000007,34.26612299999999,36.32298800000004,37.52038699999997,38.866738999999995,39.78344299999995,42.58027999999996,43.18711300000001
686277,33619,801662,786526,637202,151521,948004,716304,282547,864176,13.505930000000006,20.031334000000015,25.47997799999996,28.384273000000064,30.192453999999998,33.25342399999997,36.600413999999944,36.70009299999998,37.200627999999995,37.94397599999999
135425,948547,267624,2174,781221,632624,134214,416978,696201,664130,31.52604699999995,33.21424400000012,37.69914400000005,39.35639099999992,40.67152999999996,41.108818999999926,42.52965299999994,45.40933700000005,47.79913399999998,48.17174
661343,446502,70347,313800,59680,562104,531473,460829,320171,702086,8.455960000000005,20.236541999999986,21.55467900000002,26.65236900000005,29.94679800000003,30.100547999999947,30.234015000000028,33.88766300000006,38.42504299999999,40.84835100000001
670583,149071,830948,622166,639886,292898,684120,736029,772616,478809,17.93868499999995,24.30672900000001,27.259884999999926,28.006858000000108,29.57464599999991,31.379630999999947,32.61611600000002,34.071863999999984,35.01334900000009,36.87312500000006
950019,125903,842341,354917,830728,727085,523717,367304,859284,235743,18.148199000000098,28.31238500000001,30.886528000000055,31.534348000000104,33.997163999999934,35.003395000000005,38.04048000000008,38.62969199999997,39.95488400000005,40.89045300000003
909456,116033,900711,356778,639638,234402,300239,241166,333332,364340,23.738334999999957,24.047277000000015,24.68855400000005,25.434620999999964,26.13145299999999,28.62883099999998,31.344309999999975,33.76666799999997,34.23929399999997,36.08187399999995
80281,962141,340853,71011,218483,794387,594951,120512,39210,820188,18.128174,24.582129999999935,31.83676200000005,33.029979,34.20118300000004,36.25408,37.36108400000002,38.146529000000044,38.180184000000004,40.423169000000016
474651,553126,925390,582014,921693,131541,734930,36145,135409,752508,16.231137000000047,19.262269999999887,24.960739999999987,26.43837400000001,27.023963000000037,27.228822999999977,28.95131600000002,36.435933999999975,36.70455599999997,39.26962399999991
357422,299911,542905,50211,144517,797057,994736,606828,783097,282566,16.72616199999997,18.558157999999935,20.56579600000007,21.019808999999903,29.91929300000006,30.354020999999996,33.021236000000016,33.78166800000001,35.900876999999944,36.63303700000013
845732,697516,359208,394086,903328,862291,138219,603587,322664,934889,12.772090999999989,14.28712999999999,21.86079199999996,25.229060000000032,27.39701900000003,30.24707600000002,31.406740000000013,33.53930299999996,34.33209099999999,34.858206999999936
887499,66038,296041,783179,932833,3703,959628,286238,36582,701388,6.915429999999958,12.927922999999964,27.913237000000095,32.24115499999999,33.50434000000013,36.478598000000034,39.310086999999896,39.70145500000007,40.02063000000004,40.97739200000001
660000,945178,594085,941809,456938,982359,748231,356153,676745,905387,18.555113000000006,19.08946400000002,21.83188400000006,22.883312999999987,24.578480999999925,25.281674000000066,28.687905,32.88644699999995,35.207502000000034,38.88147799999996
824675,677078,42410,153560,343387,257886,350267,190961,337482,94686,8.503692000000129,28.521927999999924,29.15949400000001,33.135729,34.737020000000086,36.24719100000002,36.774139000000055,37.697934999999966,39.10062399999996,40.70165999999996
517827,982437,396017,96978,555981,767677,315743,345951,149474,473879,17.75613899999985,19.68822399999999,20.42460600000004,28.014684999999872,32.37011599999994,32.47392900000011,37.4197079999999,38.369686,40.5707000000001,42.84546300000011
989268,87705,418302,415056,450619,772077,315047,277271,418748,6620,22.95482400000003,24.101217000000133,27.833842999999888,29.78368800000004,29.794226000000037,30.616827999999998,31.82749899999996,32.76472199999992,33.26396699999995,33.351363000000106
